Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Poster,imdbRating,imdbVotes,imdbID,Type,saturation,brightness,entropy,sharpness,contrast,colorfulness,hex_0,hex_1,hex_2,hex_3,hex_4
May I Kill U?,2012,Unrated,11 Jan 2013,87 min,"Comedy, Horror, Thriller",Stuart Urban,Stuart Urban,https://m.media-amazon.com/images/M/MV5BMTkxNjc0MDI0OF5BMl5BanBnXkFtZTgwNDgxMTA1MTE@._V1_SX300.jpg,5.5,435,tt2081311,movie,18.594781045751635,85.69649673202615,3.3067966145833334,1556.7927255077082,70.71803625010806,68.20148829447069,#bd423d,#34343d,#dfc566,#e5e0d2,#fdfdfc
Sleepwalker,2017,Unrated,10 Oct 2017,88 min,Thriller,Elliott Lester,Jack Olsen,https://m.media-amazon.com/images/M/MV5BMWIwMWNmYTUtYmY1Mi00ZGM5LWFiMWMtYTA1YTRiZDg4MTVhXkEyXkFqcGdeQXVyMzE5NDU3NjQ@._V1_SX300.jpg,5.1,"1,095",tt4185370,movie,46.15304422069128,51.93176117293764,3.5020042698948948,372.13074136839543,61.60859086085115,53.24787640989034,#9a937e,#b06f40,#dac196,#2d1b14,#604532
Mr. Right,2015,Not Rated,28 Jul 2015,79 min,Comedy,Roger Melvin,Dominic L. Santana,https://m.media-amazon.com/images/M/MV5BMjQyNzQ2MjA3MF5BMl5BanBnXkFtZTgwMTMyNzM0NjE@._V1_SX300.jpg,3.2,322,tt3812348,movie,42.35866957153232,71.28959767610748,4.148631944444444,2371.2146961117146,77.5049388707648,89.9897875299879,#251519,#d71b73,#882f4d,#c08395,#f5e9f2
Corpsing,2013,N/A,06 Aug 2013,90 min,Horror,Jeff Monahan,Jeff Monahan,https://m.media-amazon.com/images/M/MV5BMTg2MjE1NjUyMl5BMl5BanBnXkFtZTgwNDkwOTc5MTE@._V1_SX300.jpg,4.9,114,tt1998392,movie,68.38647637600756,28.722943576278603,2.114232361411087,607.4685097192224,46.52950729657855,35.097714499233774,#cf8b7b,#a05549,#edb6a6,#682823,#2e0c0f
Mothers' Instinct,2018,N/A,17 Apr 2019,97 min,"Drama, Mystery, Thriller",Olivier Masset-Depasse,"Barbara Abel, Giordano Gederlini, Olivier Masset-Depasse",https://m.media-amazon.com/images/M/MV5BNDk0ZGNlNDctNWRiNy00YzUxLTgyMzEtMWNiMGEyYWUzODNhXkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,6.5,"1,508",tt7377132,movie,80.16822222222223,79.36482352941177,2.8737973958333334,1002.6200268308334,64.69751788186603,134.0660847545352,#cd8784,#760907,#f3e9e6,#a70705,#dc060c
12 Days,2017,N/A,16 Mar 2018,87 min,Documentary,Raymond Depardon,N/A,https://m.media-amazon.com/images/M/MV5BMzMwNTg5NDUtODJkYS00ZjgzLThmMjItYTZhOWFhNjM0YTEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.1,486,tt6777114,movie,29.801499423298733,65.89459823144944,4.050560917075163,2768.0863790736867,58.47099652248867,111.42476577160865,#d8d5ca,#777975,#acaba5,#f5e911,#494947
Common,2014,Not Rated,06 Jul 2014,90 min,"Crime, Drama",David Blair,Jimmy McGovern,https://m.media-amazon.com/images/M/MV5BMjM1OTI2MzUxOV5BMl5BanBnXkFtZTgwNjA3OTQzMzE@._V1_SX300.jpg,7.3,"1,311",tt2937752,movie,39.25506535947712,38.223555555555556,4.986411458333333,3602.529363721597,64.43652432448326,23.540613651069176,#e9ebf1,#a0a4b4,#566074,#293649,#0b1320
Red Eagle,2010,N/A,07 Oct 2010,130 min,"Action, Sci-Fi, Thriller",Wisit Sasanatieng,Wisit Sasanatieng,https://m.media-amazon.com/images/M/MV5BMjA5OTY5ODU0N15BMl5BanBnXkFtZTcwMDk2NDEyNQ@@._V1_SX300.jpg,5.2,897,tt1743711,movie,74.46455505279035,26.071493212669683,4.437276126651127,2406.3271060033117,44.78486145889493,60.32468667231699,#90131b,#7b9e9b,#147279,#173f45,#050a0d
Experimenter,2015,PG-13,16 Oct 2015,98 min,"Biography, Drama, History",Michael Almereyda,Michael Almereyda,https://m.media-amazon.com/images/M/MV5BOTA4NzYwMDI0NF5BMl5BanBnXkFtZTgwNTgzNDczNjE@._V1_SX300.jpg,6.6,"18,544",tt3726704,movie,35.32984651538518,30.96299919218624,3.8509648876404494,2755.976680400903,65.33804817144848,30.616916918935935,#8e8e91,#445565,#c0cbd2,#322b34,#0d0e14
Underdogs,2013,PG,06 Apr 2013,102 min,"Drama, Family, Sport",Doug Dearth,"David Latham, Benjamin Suarez",https://m.media-amazon.com/images/M/MV5BMTQyODM3OTY1OV5BMl5BanBnXkFtZTcwNDg1MDIzOQ@@._V1_SX300.jpg,5.8,"1,030",tt2123342,movie,32.23593155614306,44.31391936549901,4.095558052434457,9364.087685274531,94.3597222196801,28.39154579243621,#859b80,#b2d2b7,#464c2e,#f1f9f2,#0b0f0d
Eye of the Hurricane,2012,TV-14,20 Aug 2014,104 min,Drama,Jesse Wolfe,Jesse Wolfe,https://m.media-amazon.com/images/M/MV5BMTQ5MTExMTY4MF5BMl5BanBnXkFtZTgwNjAzNzUxMjE@._V1_SX300.jpg,5.3,249,tt1647665,movie,16.43929517753047,37.18081611022787,4.638750938438438,1578.3392349626654,64.15608750922641,28.01761914711176,#a99d87,#d3cdbb,#796c56,#433f37,#1b1a18
The Invisible Eye,2010,N/A,19 Aug 2010,97 min,Drama,Diego Lerman,"Martín Kohan, Diego Lerman, María Meira",https://m.media-amazon.com/images/M/MV5BMjAzMDQ0NzkwOV5BMl5BanBnXkFtZTgwNjAwNzUxMTE@._V1_SX300.jpg,6.2,741,tt1313254,movie,28.075911764705882,52.75412745098039,4.418531770833333,1955.0472255827083,62.95556313118747,23.93988436338104,#aba0a1,#5a453b,#e2d9d4,#1d1514,#846c5f
The Second Mother,2015,R,28 Aug 2015,112 min,"Comedy, Drama",Anna Muylaert,Anna Muylaert,https://m.media-amazon.com/images/M/MV5BMzU0MzE5Mjk3OF5BMl5BanBnXkFtZTgwMjM3NjQzNjE@._V1_SX300.jpg,7.7,"15,029",tt3742378,movie,42.47395171158266,64.98166950189513,4.747580384322679,2501.1210384798187,62.43914621730514,49.217868197844254,#211609,#f2dec0,#665828,#ab8657,#c8b394
You Wont Miss Me,2009,Not Rated,16 Jan 2009,81 min,"Comedy, Drama",Ry Russo-Young,"Ry Russo-Young, Stella Schnabel",https://m.media-amazon.com/images/M/MV5BMTU5Mjk3ODIyOV5BMl5BanBnXkFtZTcwODU0NjcwNA@@._V1_SX300.jpg,4.9,337,tt1249443,movie,58.56713698537834,33.48503200592952,4.078341494845361,2067.7214338488675,61.213540124538426,65.31906377586631,#f2f2f3,#c69d70,#ba6431,#643924,#10090e
Tschiller: Off Duty,2016,N/A,04 Feb 2016,140 min,"Action, Crime, Thriller",Christian Alvart,Christoph Darnstädt,https://m.media-amazon.com/images/M/MV5BMjQyOTg1Njg5N15BMl5BanBnXkFtZTgwNzMzMTk2NjE@._V1_SX300.jpg,4.1,"1,610",tt4651460,movie,46.32239486989764,64.84789739795289,4.738000196540881,3352.440870113672,70.7854180828634,54.31035463858771,#b98c43,#2a1f0a,#cabc8d,#735d2b,#e3ddbb
Inner Demons,2014,Not Rated,03 Oct 2014,85 min,"Horror, Mystery, Thriller",Seth Grossman,Glenn Gers,https://m.media-amazon.com/images/M/MV5BMTg1MDAyMTIyN15BMl5BanBnXkFtZTgwMjE2Mzg4MjE@._V1_SX300.jpg,5.1,"2,463",tt3038142,movie,24.120044062568848,43.395012117206434,5.053269194756554,1428.7023618005583,49.83356942079661,17.274361732900584,#beb7ae,#1d1410,#504137,#948a7f,#71665b
7 Años de Matrimonio,2013,N/A,25 Jan 2013,100 min,"Comedy, Romance",Joel Núñez Arocha,"Natalia Armienta, Ragnar Conde",https://m.media-amazon.com/images/M/MV5BMjIxODAwOTkzMF5BMl5BanBnXkFtZTcwMDcyMjA1OQ@@._V1_SX300.jpg,5.0,246,tt2425542,movie,18.149159041394334,69.0000522875817,4.204680092592593,3569.6861756303983,76.81229888498214,65.88274825357523,#df1517,#645d5a,#221f1e,#c6b3a5,#e3e1e0
The Final Master,2015,Not Rated,11 Dec 2015,109 min,"Action, Drama",Haofeng Xu,Haofeng Xu,https://m.media-amazon.com/images/M/MV5BMTYyNTI2NTc4Ml5BMl5BanBnXkFtZTgwOTY2MDcwOTE@._V1_SX300.jpg,6.8,"2,505",tt4851640,movie,17.98995059682715,65.27803860198226,4.709996087636933,2284.116970397738,66.89285844127836,26.539051873997742,#261f44,#675667,#9e8f92,#eae7e6,#c4bebd
I Believe in Miracles,2015,N/A,13 Oct 2015,104 min,"Documentary, History, Sport",Jonny Owen,Jonny Owen,https://m.media-amazon.com/images/M/MV5BNzEwODk5OTkyOV5BMl5BanBnXkFtZTgwOTU4NzcyNzE@._V1_SX300.jpg,7.7,"1,779",tt5098836,movie,25.652342774146696,76.5448075526507,2.916083564814815,2732.3416328998624,94.29744193501932,69.07005228320286,#cf0e0e,#cfaa99,#7e5c50,#27120d,#fefdfc
Cinderella,2015,PG,13 Mar 2015,105 min,"Adventure, Drama, Family",Kenneth Branagh,"Chris Weitz, Charles Perrault",https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg,6.9,"175,505",tt1661199,movie,35.363912756113685,42.97055739149592,4.313007490636704,496.12430427555444,44.41908130745872,40.16412387870435,#a8a49e,#6b8cb9,#1a1c22,#4b6289,#363f51
Hazard Jack,2014,Not Rated,07 Dec 2018,82 min,Horror,David Worth,"Annie Margis, Doug Vandegrift, David Worth",https://m.media-amazon.com/images/M/MV5BMTkwOTAzNjgwNl5BMl5BanBnXkFtZTgwMzE0OTU2MDE@._V1_SX300.jpg,2.7,579,tt3170972,movie,45.24353946706888,24.21580119227178,3.483283195970696,1263.7638231955882,75.56105353261272,36.84898369717011,#a5a471,#eff8ef,#725737,#342e24,#040406
Ivan and the Dogs,2017,N/A,08 Jun 2018,92 min,Drama,Andrew Kotting,Hattie Naylor,https://m.media-amazon.com/images/M/MV5BZWEzN2ZjN2MtMTk1Ny00Yzc1LThhNmUtNDUzMzQ5NzViODBkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.5,261,tt3653132,movie,13.787087599723765,42.982011360473855,4.3168452285515775,1671.6568675248075,52.011978444002324,15.170239126771925,#968a8d,#282d32,#d7d4cc,#635d5f,#4b484c
Comic Book Heaven,2014,N/A,18 Sep 2014,13 min,"Documentary, Short, Biography",E.J. McLeavey-Fisher,E.J. McLeavey-Fisher,https://m.media-amazon.com/images/M/MV5BNzEyZmVhNDUtMGI3OS00MTA0LWE1OGUtNzZhMGUzNjFiMzBhL2ltYWdlXkEyXkFqcGdeQXVyMjg5NTA5Mjg@._V1_SX300.jpg,7.4,36,tt4073676,movie,29.646231194647484,47.07020922767529,4.798591284516765,2807.685358954518,68.9943152706735,39.67447920202618,#f4f4a3,#9f9188,#211810,#75655c,#4c3b31
Nintendo Quest,2015,TV-PG,01 Dec 2015,91 min,"Documentary, Adventure, Family",Robert McCallum,"Robert McCallum, Jordan Christopher Morris",https://m.media-amazon.com/images/M/MV5BMTk5NDc3NTQ1MV5BMl5BanBnXkFtZTgwMzM2MDY4MjE@._V1_SX300.jpg,5.7,"1,026",tt3063470,movie,47.6420076568118,49.299946140297244,4.043422420193021,4771.626510541944,83.26900886336641,52.677552477212714,#d8c278,#7a6058,#2c1a1a,#f9f9f8,#352753
Shivering Trunks,2012,N/A,30 Sep 2012,4 min,"Animation, Short",Natalia Brozynska,Natalia Brozynska,https://m.media-amazon.com/images/M/MV5BZDMxMTA2YmYtYmI1MS00ZTc0LWE2MzktNTdjNmY2ZjAyNzFiXkEyXkFqcGdeQXVyMjQ4OTk2ODg@._V1_SX300.jpg,6.6,259,tt2137792,movie,60.851326797385624,31.10548366013072,3.6967036458333333,801.9311233055555,46.679288025371115,37.85550963043741,#ecdbc7,#bb9467,#835c3a,#4b331f,#20140d
Bad Boy Street,2012,Unrated,19 Jul 2012,80 min,"Drama, Romance",Todd Verow,"Jim Dwyer, Kevin Miranda, Todd Verow",https://m.media-amazon.com/images/M/MV5BMTc2NTcyODA3OV5BMl5BanBnXkFtZTcwMTIzOTM3OA@@._V1_SX300.jpg,5.9,"1,127",tt2240764,movie,35.00153171856978,48.599403306420605,4.197982352941176,2238.1290168209766,72.84248348837745,24.57229280490485,#f3efef,#574640,#c4b2ae,#9d8279,#21150a
The Snowman-Postman,1955,N/A,N/A,20 min,"Animation, Short",Leonid Amalrik,Vladimir Suteev,https://m.media-amazon.com/images/M/MV5BOWRjMGUyNzktYWUwZS00MzQzLWI4YjMtOTM2Mzk5ZWFhZjZhXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,7.4,268,tt1794958,movie,34.216203077165645,52.883815755473506,5.022673525798526,8191.7853759908,72.91437913950277,37.390976749038934,#a0b6ba,#708688,#d3e3e8,#151e1b,#344a51
Bundy: A Legacy of Evil,2009,R,21 Jul 2009,96 min,"Crime, Drama, Horror, Thriller",Michael Feifer,Michael Feifer,https://m.media-amazon.com/images/M/MV5BMjEyNDE5MTAwNV5BMl5BanBnXkFtZTcwMzE3NzI5Mw@@._V1_SX300.jpg,3.8,813,tt1235059,movie,44.83015148019992,71.81049750096116,5.098910784313725,3074.713750863514,72.10054460640177,62.710777500050085,#c73e2f,#87685d,#542310,#cfa88e,#f5e3d1
Raising the Bar,2016,Not Rated,02 May 2016,93 min,"Drama, Family, Sport",Clay Glen,"Clay Glen, Pirie Martin, Jarrad Bhatia",https://m.media-amazon.com/images/M/MV5BOTg1Mjc0ODkwMF5BMl5BanBnXkFtZTgwMDc2MjQ1NzE@._V1_SX300.jpg,5.5,"1,570",tt5274066,movie,44.47037085995447,69.48872732613644,4.549706460674157,805.0374392921208,72.08376868356763,69.29202309582698,#2f5fba,#934950,#162242,#c8a287,#c2d9f1
Stations of the Cross,2014,Unrated,10 Jul 2015,110 min,Drama,Dietrich Brüggemann,"Anna Brüggemann, Dietrich Brüggemann",https://m.media-amazon.com/images/M/MV5BMjEyMjQwMzE3OV5BMl5BanBnXkFtZTgwOTM1ODcwOTE@._V1_SX300.jpg,7.4,"4,412",tt3465916,movie,3.2416766255034744,89.0107319376208,2.3469260252069226,2489.5600054358943,57.795848584299634,7.644516847868674,#645b58,#292624,#c1b8b4,#f0ebe7,#fefdfc
Head Count,2018,Not Rated,14 Jun 2019,90 min,"Horror, Mystery, Thriller",Elle Callahan,"Elle Callahan, Michael Nader",https://m.media-amazon.com/images/M/MV5BMGU2NWU4MTktNTMxNS00NTI1LWI4YzItOGMzZTQ1ZDI3NTkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,5.4,"4,169",tt7350614,movie,68.83734322557852,37.58324795383619,3.827014358108108,576.1749569835039,53.95815023637914,77.70025325193322,#10c2b6,#a6a162,#317668,#214533,#0b160f
The Day That Lasted 21 Years,2012,N/A,29 Mar 2013,77 min,"Documentary, History, Thriller",Camilo Tavares,Camilo Tavares,https://m.media-amazon.com/images/M/MV5BMTc4ODYzMzg5N15BMl5BanBnXkFtZTgwNDQzNDEwMzE@._V1_SX300.jpg,8.1,429,tt2634236,movie,15.083703703703703,54.295297022512706,4.226323611111111,1961.2766186796157,76.75027283234,20.108028246227846,#747062,#3f3f39,#b5af9e,#131411,#d8d1c3
Julia,2014,R,23 Oct 2015,95 min,"Horror, Thriller",Matthew A. Brown,Matthew A. Brown,https://m.media-amazon.com/images/M/MV5BMTk1MTUzNDU3MF5BMl5BanBnXkFtZTgwNzAxMDI2MTE@._V1_SX300.jpg,4.6,"1,753",tt2582426,movie,41.93710249421144,27.8619273718456,3.0654925728699554,1415.5048827301753,59.55908646260131,72.58282120215785,#ebd6aa,#3b211a,#b58c60,#841509,#010101
Lego Friends: Girlz 4 Life,2016,Not Rated,03 Feb 2016,79 min,"Animation, Family","Darren Campbell, Christian Cheshire, Thomas J. Mikkelsen","Temple Mathews, Helle Rasmussen (story and development), Martin Rathschau Bekkersgaard Nielsen (story and development), Danny Stack (story editor), Piers Clifton (additional writing by), Mette Damgaard (storylines,  characters and concepts), Ewa Delgado (storylines,  characters and concepts), Fenella Blaize Holden (storylines,  characters and concepts), Ivana Mikles (storylines,  characters and concepts), Melodie Herent (storylines,  characters and concepts), Rosario Costa (storylines,  characters and concepts), Pia Pilgaard (storylines,  characters and concepts), Arnaud Rene Albert Dubreuil (storylines,  characters and concepts)",https://m.media-amazon.com/images/M/MV5BMDAxZjkwNzItNTE4OC00ZTg2LWE0ZGMtYTdiZGRjOTcxYzdlXkEyXkFqcGdeQXVyNTYzMzgyNzU@._V1_SX300.jpg,4.8,109,tt5424368,movie,46.63021914648212,53.268781237985394,4.610155739379085,3690.6339993746396,60.75352876311234,56.99356749598093,#d27c54,#d9c7dc,#9d70aa,#593f6c,#2a1d3a
Bakhita,2009,N/A,05 Apr 2009,N/A,Biography,Giacomo Campiotti,"Giacomo Campiotti, Dino Leonardo Gentili, Filippo Gentili",https://m.media-amazon.com/images/M/MV5BNDYyZDBmMTctN2Y5MC00ZTk1LTk0YWQtYWJjNjBjM2E4YWMwXkEyXkFqcGdeQXVyMTM5MDU0MTY@._V1_SX300.jpg,7.5,233,tt1407939,movie,25.375865860362836,55.98520554639301,4.22841218847352,1341.2086369793944,58.402030353940546,31.78295851382439,#baa7a2,#9f7e75,#dbd8db,#7a524c,#4b3234
Casey Jones,2011,PG-13,18 Sep 2011,35 min,"Short, Action, Adventure",Polaris Banks,Polaris Banks,https://m.media-amazon.com/images/M/MV5BMjAxODQ2MzE4OV5BMl5BanBnXkFtZTgwNTE1MjcwMTE@._V1_SX300.jpg,6.2,398,tt2061604,movie,41.515217977225255,13.091769422545651,3.130900719501718,2562.9543380273462,55.217868990959275,20.799898510295478,#b3a693,#e1d7c7,#776b58,#3c291d,#050302
Out of Print,2013,Not Rated,27 Apr 2014,55 min,"Documentary, Family, History",Vivienne Roumani,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0NTk3MjUwN15BMl5BanBnXkFtZTcwODQyMDQzOQ@@._V1_SX300.jpg,7.1,107,tt2484460,movie,43.507382913717755,56.598553583168965,5.372522189349112,4930.416661527957,67.43064467336,54.486467779153614,#f5ebdb,#c6af93,#2f1711,#9b7b5f,#75482f
Why Are We Creative: The Centipede's Dilemma,2018,N/A,16 Nov 2018,84 min,Documentary,Hermann Vaske,N/A,https://m.media-amazon.com/images/M/MV5BYjY1MjQ5ZDItNGEyYi00NzJhLTgxMzctMjNhNTc5NjFhODg0XkEyXkFqcGdeQXVyNzYzODE5OTQ@._V1_SX300.jpg,6.8,611,tt8804436,movie,18.534289061536565,69.60088790233074,2.9342126080974844,5014.3023561142145,91.8429242624126,50.51454705776293,#434547,#868b8c,#040505,#9ad6f2,#f8fbfc
Girl from Nowhere,2017,N/A,25 Jan 2017,85 min,Drama,Mark Jackson,Mark Jackson,https://m.media-amazon.com/images/M/MV5BMTYwOTUwNjM3NV5BMl5BanBnXkFtZTgwODU1MTc4NjE@._V1_SX300.jpg,4.0,388,tt4554186,movie,59.134234234234235,56.51566272154508,4.703843374624625,4308.974310977137,61.273783474795245,53.40704190684121,#e1bc9e,#7e2d28,#b25b47,#c9a383,#3a0e0f
Solan og Ludvig - Jul i Flåklypa,2013,N/A,08 Nov 2013,76 min,"Animation, Family",Rasmus A. Sivertsen,"Kjell Aukrust, Karsten Fullu, Harald Sommerin Simonnæs",https://m.media-amazon.com/images/M/MV5BMjIxOTAwMjQwOF5BMl5BanBnXkFtZTgwMTQ5MDkzMzE@._V1_SX300.jpg,6.8,"1,826",tt2769896,movie,37.69537823885026,49.97990410673337,4.624127188868043,2137.4701909423534,65.5202092273681,34.78359075370075,#455879,#6d4b3d,#978d8a,#d2cac8,#1f1f2b
Ape,2012,Not Rated,25 Feb 2014,86 min,"Comedy, Drama, Fantasy",Joel Potrykus,Joel Potrykus,https://m.media-amazon.com/images/M/MV5BMTg5NTg4NzY1MV5BMl5BanBnXkFtZTcwODgwNzY4OA@@._V1_SX300.jpg,6.0,484,tt2339367,movie,40.19921117872436,73.94641649763354,4.040345725574713,11901.062277242647,86.66548202104286,97.30554656229044,#c20b0a,#738951,#dacc64,#292310,#f3faf9
It's in the Blood,2012,TV-MA,28 Jan 2012,81 min,"Drama, Horror, Thriller",Scooter Downey,"Scooter Downey, Sean Elliot",https://m.media-amazon.com/images/M/MV5BMjIyNzkwMTE4N15BMl5BanBnXkFtZTcwODg3Nzk0OA@@._V1_SX300.jpg,4.4,725,tt2072134,movie,14.876777440240572,47.10755776489,3.1292524941314555,2757.5975430359936,107.51889918329944,65.15264570357236,#9f9f9f,#dc0a0d,#3f3c3c,#f8f8f8,#070505
Whitewash,2013,N/A,02 May 2014,90 min,"Drama, Thriller",Emanuel Hoss-Desmarais,"Marc Tulin, Emanuel Hoss-Desmarais",https://m.media-amazon.com/images/M/MV5BMjM1NTQxNTIyMV5BMl5BanBnXkFtZTgwNTU4NTQ0MTE@._V1_SX300.jpg,5.8,"1,713",tt2297063,movie,30.654233645410116,32.816937525761055,4.2471710773273275,3490.537010938641,82.64118140490798,28.784104230436505,#b1bac2,#f3f4f3,#967a66,#514032,#0f0e0d
Varsham,2014,N/A,06 Nov 2014,150 min,Drama,Ranjith Sankar,Ranjith Sankar,https://m.media-amazon.com/images/M/MV5BNTE3NDU1ZjktMmM0Yy00OWM5LTk3Y2MtOGU5NjJmOGIxZGJjXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,6.9,"1,212",tt4176604,movie,38.505210602759625,59.27460058097313,4.955210648148148,4563.342642452331,85.8130951375827,48.13382147994123,#6e4a3b,#314783,#bb947f,#14121d,#ebe4e6
3 Generations,2015,PG-13,29 Sep 2016,92 min,Drama,Gaby Dellal,"Nikole Beckwith, Gaby Dellal",https://m.media-amazon.com/images/M/MV5BMTk1MTIwOTMwNl5BMl5BanBnXkFtZTgwODQzNjY5MTI@._V1_SX300.jpg,5.9,"6,642",tt4158624,movie,28.382280972314017,72.61704046412572,4.123206460674157,4480.087879483848,70.2960214578542,54.0196718502906,#a1c7de,#36241e,#824e3c,#b48787,#eae5ce
Blood of My Blood,2011,Not Rated,05 Oct 2011,131 min,"Drama, Thriller",João Canijo,João Canijo,https://m.media-amazon.com/images/M/MV5BNTExMjU5NTAwMF5BMl5BanBnXkFtZTcwNTEwODYzNw@@._V1_SX300.jpg,7.3,"1,889",tt1625155,movie,27.61295655517109,63.08166089965398,4.211391766934046,1809.5804976788172,93.31021401811611,34.20232038158578,#a8877a,#674e4a,#c9bdb8,#171616,#f6f2ef
Good Intentions,2010,PG-13,09 Mar 2010,84 min,Comedy,Jim Issa,"Michael Lucker, Anthony Stephenson",https://m.media-amazon.com/images/M/MV5BZmMwMzNiNmEtZmQ5ZC00OTMwLTkzMmYtYmQwNTdlNTM4ZGVkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,5.2,696,tt1070781,movie,38.93806862745098,64.73467320261437,5.039220833333333,7141.865637831596,66.61001481191347,59.94648116005898,#2a1e16,#766149,#6382bd,#e6e3d7,#c9af6f
Moomins on the Riviera,2014,G,04 Dec 2015,80 min,"Animation, Comedy, Family","Xavier Picard, Hanna Hemilä","Leslie Stewart, Annina Enckell, Hanna Hemilä",https://m.media-amazon.com/images/M/MV5BNWQ3NDhhZjAtNWJiMy00YjY3LThlZjgtN2U5NzM5ZDUzNWM1XkEyXkFqcGdeQXVyMzQwODY4MzQ@._V1_SX300.jpg,6.0,"1,356",tt2371399,movie,59.71488032664503,78.45224492283316,4.602695221445221,4020.1995652053374,68.97775153454144,99.29518297468428,#c48f53,#582221,#f7f0cc,#bd3e2b,#f6cd54
The Formula,2014,Not Rated,15 Apr 2014,90 min,"Comedy, Romance","Thomas Beecher, Joe Clarke","Thomas Beecher, Joe Clarke",https://m.media-amazon.com/images/M/MV5BNmQ4Zjc2NGMtMzlhMC00MjNmLWJmZTktMTAzYWRmMGFmZDRjXkEyXkFqcGdeQXVyNDg3MTQxOTg@._V1_SX300.jpg,2.5,735,tt2328490,movie,55.78584305181768,63.80576131687243,3.9397780501089326,1653.3823838852209,46.81256530509105,48.04718529909975,#f0d3a7,#2f190b,#d3a66f,#84582f,#af8353
Paths of Hate,2010,TV-PG,26 Nov 2010,10 min,"Animation, Short, Action",Damian Nenow,Damian Nenow,https://m.media-amazon.com/images/M/MV5BNTI5ZTcwODMtYTY4Zi00YjhlLWI5YzUtNzgxNTRhY2IzNzE0XkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_SX300.jpg,7.4,"1,059",tt1787092,movie,48.12309215838628,22.513417736947147,2.476624902874903,399.1969707727565,27.98117208840576,87.29438052720221,#550f14,#240203,#92131b,#ae101d,#020202
Transmorphers: Fall of Man,2009,R,30 Jun 2009,86 min,"Action, Adventure, Sci-Fi, Thriller",Scott Wheeler,Shane Van Dyke (screenplay),https://m.media-amazon.com/images/M/MV5BMTk4NDAzODkyNl5BMl5BanBnXkFtZTcwNjU3ODc4Mg@@._V1_SX300.jpg,2.0,"1,571",tt1376460,movie,53.746165884194056,41.26454938783025,5.072735719874804,3451.357921119353,66.06272440686848,37.08394135247185,#d5dacd,#9a9d93,#52666f,#1f3d50,#0a1928
"Silvered Water, Syria Self-Portrait",2014,Not Rated,17 Dec 2014,92 min,"Documentary, War","Wiam Bedirxan, Ossama Mohammed","Wiam Bedirxan, Ossama Mohammed",https://m.media-amazon.com/images/M/MV5BOWY5NWJmZGUtODY5Zi00Njg0LThlN2YtZWIyZDRmODg4MDQ2XkEyXkFqcGdeQXVyMjc1NjE1MzM@._V1_SX300.jpg,7.5,322,tt3675466,movie,17.83588090050835,46.01841394335512,4.834372685185185,2747.0604094801092,72.03924468651148,28.40029778849028,#e1eaf0,#826e69,#a3b4c7,#444341,#191b1a
The Circle,2015,N/A,18 Feb 2015,144 min,"Drama, Fantasy, Horror",Levan Akin,"Sara Bergmark Elfgren, Levan Akin, Mats Strandberg",https://m.media-amazon.com/images/M/MV5BMTQyNjM5ODE4OV5BMl5BanBnXkFtZTgwMTA3ODExNDE@._V1_SX300.jpg,5.8,"2,654",tt2122313,movie,54.270889894419305,14.07801697213462,3.0835484654234655,1074.240920581042,41.78349949281981,22.42303637725216,#d3d6e9,#66637b,#312b53,#15102c,#010105
On the Beach at Night Alone,2017,N/A,23 Mar 2017,101 min,Drama,Hong Sang-soo,Hong Sang-soo,https://m.media-amazon.com/images/M/MV5BZjExNTNjYzYtNmJjYS00ZmMzLTk2NDUtY2FlOWRlYWViNmU1XkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,6.8,"3,826",tt6412864,movie,43.553733144909614,55.80019431195902,2.988214151651652,1111.3926031323554,47.23617068591417,44.09910857266327,#f3e1f5,#11132c,#574c8d,#815394,#9f69a8
1 1/2 Ritter - Auf der Suche nach der hinreißenden Herzelinde,2008,N/A,18 Dec 2008,115 min,Comedy,"Til Schweiger, Torsten Künstler, Christof Wahl","Oliver Ziegenbalg, Oliver Philipp",https://m.media-amazon.com/images/M/MV5BMTM3MDUzOTk1M15BMl5BanBnXkFtZTcwODkzMjgzMg@@._V1_SX300.jpg,3.7,"2,449",tt1187047,movie,26.531046524204637,59.90543735224586,4.807582249802994,2996.707158425968,77.12209278498828,28.450656371101022,#50352d,#8b7266,#b9a698,#160d0a,#e1d7c7
